Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
Rodrigo,1009017,,,"Jun 4, 2002",23,1.76,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Nacional-AM,,,"Jan 2, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Furtado,1087843,€100k,"Dec 18, 2025","Mar 9, 2005",20,1.97,Brazil,['Brazil'],Goalkeeper,,Guimarães B,,,"Aug 31, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Silva,218118,€500k,"Dec 10, 2025","Feb 16, 1993",32,1.81,Brazil,[],Defensive Midfield,,Cruzeiro,,,"Jul 10, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Taliari,585876,€1.50m,"Dec 10, 2025","Apr 13, 1997",28,1.77,Brazil,[],Centre-Forward,,Juventude,,,"Jan 11, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pablo Maia,892089,€7.00m,"Dec 10, 2025","Jan 10, 2002",24,1.78,Brazil,[],Defensive Midfield,,São Paulo,,,"Jan 1, 2022","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Edson Carioca,794925,€1.50m,"Dec 10, 2025","Jun 4, 1997",28,1.79,Brazil,['Brazil'],Centre-Forward,"                    0
0         Left Winger
1  Attacking Midfield",Mirassol-SP,,,"Mar 21, 2025","Mar 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Igor Jesus,978037,€3.50m,"Dec 11, 2025","Mar 7, 2003",22,1.79,Brazil,[],Defensive Midfield,,LAFC,,,"Jan 31, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jadsom,612162,€3.20m,"Nov 28, 2025","May 20, 2001",24,1.76,Brazil,[],Defensive Midfield,,Al-Wahda,,,"Feb 11, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruno Melo,538230,€300k,"Nov 24, 2025","Oct 26, 1992",33,1.83,Brazil,[],Centre-Back,,Coritiba FC,,,"Jan 11, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kawan,996691,€100k,"Nov 24, 2025","Apr 10, 2003",22,1.88,Brazil,[],Centre-Back,,Remo,,,"Jul 14, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Murilo,458710,€5.00m,"Dec 10, 2025","Mar 27, 1997",28,1.88,Brazil,[],Centre-Back,,Palmeiras,,,"Jan 19, 2022","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rafael Elias,587328,€3.20m,"Dec 15, 2025","Apr 12, 1999",26,1.79,Brazil,[],Centre-Forward,,Kyoto Sanga,,,"Jan 20, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luis Segovia,385639,€1.00m,"Nov 24, 2025","Oct 26, 1997",28,1.82,Ecuador,['Ecuador'],Centre-Back,"           0
0  Left-Back",LDU Quito,,,"Jan 6, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luiz Adriano,48974,,,"Apr 12, 1987",38,1.84,Brazil,[],Centre-Forward,,Retired,EC Vitória,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Kal,435489,€1.30m,"Dec 10, 2025","Mar 16, 1996",29,1.86,Brazil,"['Brazil', 'Italy']",Central Midfield,"                    0
0  Defensive Midfield
1         Centre-Back",Sport Recife,,,"Aug 14, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Noga,627215,€400k,"Dec 8, 2025","Jan 25, 2002",23,1.85,Brazil,"['Brazil', 'Italy']",Centre-Back,,Botev Plovdiv,,,"Jul 30, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luan,178984,€1.30m,"Dec 29, 2025","May 10, 1993",32,1.88,Brazil,['Brazil'],Centre-Back,,Toluca,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mathías Villasanti,436385,€5.00m,"Dec 10, 2025","Jan 24, 1997",28,1.78,Paraguay,[],Defensive Midfield,,Grêmio,,,"Aug 13, 2021","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Max Alves,876343,€600k,"Nov 24, 2025","May 12, 2001",24,1.85,Brazil,[],Attacking Midfield,,Sport Recife,,,"Jan 16, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Cadu,1083073,€500k,"Dec 10, 2025","May 24, 2004",21,1.88,Brazil,['Brazil'],Centre-Forward,"                0
0  Second Striker",Atlético-MG,,,"Jan 1, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Noga,627215,€400k,"Dec 8, 2025","Jan 25, 2002",23,1.85,Brazil,[],Centre-Back,,Botev Plovdiv,,,"Jul 30, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Willian Oliveira,252900,€400k,"Dec 10, 2025","May 16, 1993",32,1.79,Brazil,[],Defensive Midfield,,Coritiba FC,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedro Raul,547443,€4.00m,"Dec 10, 2025","Nov 5, 1996",29,1.93,Brazil,[],Centre-Forward,,Corinthians,,,"Feb 2, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Dodi,373174,€700k,"Dec 10, 2025","Apr 17, 1996",29,1.69,Brazil,[],Defensive Midfield,,Grêmio,,,"Jan 1, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Nathan Mendes,887801,€1.00m,"Dec 10, 2025","Aug 19, 2002",23,1.82,Brazil,['Brazil'],Right-Back,,EC Vitória,,,"Jan 20, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
João Tilápia,1124554,,,"May 23, 2005",20,,Brazil,['Brazil'],Attack,,Cianorte,,,"Jan 6, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Damián Suárez,76746,€50k,"Dec 18, 2025","Apr 27, 1988",37,1.73,Uruguay,"['Uruguay', 'Spain']",Right-Back,"                0
0       Left-Back
1  Right Midfield",Without Club,Peñarol,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Grando,878037,€1.50m,"Dec 10, 2025","Mar 29, 2000",25,1.92,Brazil,[],Goalkeeper,,Grêmio,,,"Mar 1, 2021","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Raul,479587,€1.00m,"Nov 24, 2025","Jul 11, 1996",29,1.8,Brazil,[],Defensive Midfield,,Athletico-PR,,,"Jan 1, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marlon,273236,€3.00m,"Dec 18, 2025","Sep 7, 1995",30,1.82,Brazil,[],Centre-Back,,Shakhtar D.,,,"Jul 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marllon,166032,€400k,"Dec 10, 2025","Apr 16, 1992",33,1.86,Brazil,['Brazil'],Centre-Back,,Remo,,,"Jan 15, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Maxime Dominguez,207561,€1.20m,"Dec 11, 2025","Feb 1, 1996",29,1.73,Switzerland,[],Central Midfield,,Vasco da Gama,,,"Sep 2, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mateo Gamarra,661245,€2.00m,"Dec 10, 2025","Oct 20, 2000",25,1.83,Paraguay,[],Centre-Back,,Olimpia,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Xavier,740501,€4.00m,"Dec 10, 2025","May 6, 2001",24,1.9,Brazil,['Brazil'],Centre-Back,,EC Bahia,,,"Jan 1, 2022","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ángel Romero,262262,€900k,"Dec 10, 2025","Jul 4, 1992",33,1.76,Paraguay,['Paraguay'],Right Winger,"                0
0  Centre-Forward
1     Left Winger",Without Club,Corinthians,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedro Raul,547443,€4.00m,"Dec 10, 2025","Nov 5, 1996",29,1.93,Brazil,['Brazil'],Centre-Forward,,Corinthians,,,"Feb 2, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Memphis Depay,167850,€8.00m,"Dec 10, 2025","Feb 13, 1994",31,1.78,Netherlands,[],Centre-Forward,,Corinthians,,,"Sep 9, 2024","Jul 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Martins,668228,€6.00m,"Dec 10, 2025","Jul 16, 2003",22,1.83,Brazil,['Brazil'],Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Botafogo,,,"Jul 30, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Johan Caicedo,984107,€400k,"Dec 5, 2025","Mar 13, 2004",21,1.84,Colombia,['Colombia'],Defensive Midfield,,Deportivo Pasto,,,"Jul 1, 2022","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ronie Carrillo,348039,€500k,"Nov 24, 2025","Sep 8, 1996",29,1.86,Ecuador,['Ecuador'],Centre-Forward,"                0
0  Second Striker",Without Club,Botafogo-SP,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Daniel Peixoto,675047,€300k,"Dec 10, 2025","Jun 30, 1997",28,1.81,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Noroeste,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
José Martínez,415666,€2.00m,"Dec 10, 2025","Aug 7, 1994",31,1.78,Venezuela,['Venezuela'],Defensive Midfield,"                  0
0  Central Midfield",Corinthians,,,"Aug 26, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mateus Claus,733453,€300k,"Oct 21, 2025","Aug 3, 1994",31,1.94,Brazil,['Brazil'],Goalkeeper,,Guarani,,,"Jan 7, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jemerson,258254,€700k,"Dec 10, 2025","Aug 24, 1992",33,1.84,Brazil,[],Centre-Back,,Without Club,Grêmio,"Jan 20, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
David da Hora,752724,€500k,"Nov 24, 2025","Jan 9, 2000",26,1.79,Brazil,['Brazil'],Left Winger,"                0
0    Right Winger
1  Centre-Forward",Coritiba FC,,,"Feb 21, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ignácio,624291,€2.00m,"Dec 10, 2025","Dec 1, 1996",29,1.9,Brazil,[],Centre-Back,,Fluminense,,,"Jul 19, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Tomás Cuello,503052,€6.00m,"Dec 10, 2025","Mar 5, 2000",25,1.76,Argentina,[],Left Winger,,Atlético-MG,,,"Jan 30, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matías Viña,439072,€4.00m,"Dec 10, 2025","Nov 9, 1997",28,1.8,Uruguay,[],Left-Back,,River Plate,,,"Jan 14, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Weverton,668262,€300k,"Nov 24, 2025","Feb 17, 2003",22,1.83,Brazil,['Brazil'],Centre-Back,"                    0
0          Right-Back
1  Defensive Midfield",Vila Nova FC,,,"Jan 1, 2026","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Belezi,668230,€1.20m,"Nov 24, 2025","May 8, 2003",22,1.86,Brazil,"['Brazil', 'Italy']",Centre-Back,,Athletico-PR,,,"Jan 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Samuel,1094959,,,"Jan 27, 2005",20,1.86,Brazil,['Brazil'],Centre-Forward,,CSA,,,"Jan 9, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Henry Mosquera,975191,€2.50m,"Dec 10, 2025","Nov 15, 2001",24,1.75,Colombia,['Colombia'],Left Winger,"                    0
0  Attacking Midfield
1        Right Winger",RB Bragantino,,,"Apr 1, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Léo Naldi,859135,€600k,"Nov 24, 2025","Aug 18, 2001",24,1.77,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Novorizontino,,,"Jan 2, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rafinha,33947,,,"Sep 7, 1985",40,1.72,Brazil,[],Right-Back,,Retired,Coritiba FC,"Apr 8, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luan,574904,€1.30m,"Dec 10, 2025","May 14, 1999",26,1.75,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",São Paulo,,,"Jul 1, 2018","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Henrique,552549,€4.50m,"Dec 10, 2025","Dec 19, 1997",28,1.75,Brazil,[],Central Midfield,,Cruzeiro,,,"Jul 10, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Evangelista,270188,€4.00m,"Dec 10, 2025","May 6, 1995",30,1.81,Brazil,[],Central Midfield,,Palmeiras,,,"Mar 14, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luan,313106,€200k,"Oct 21, 2025","Mar 27, 1993",32,1.8,Brazil,[],Attacking Midfield,,Without Club,EC Vitória,"Apr 19, 2024",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fabricio Bustos,275381,€3.00m,"Dec 17, 2025","Apr 28, 1996",29,1.67,Argentina,[],Right-Back,,River Plate,,,"Aug 9, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rafael,61892,,,"Jul 9, 1990",35,1.72,Brazil,[],Right-Back,,Retired,Botafogo,"Jan 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ruan Vitor,1351007,,,"Jan 1, 2005",21,1.96,Brazil,['Brazil'],Centre-Forward,,Criciúma U20,,,"Aug 28, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luís Guilherme,991800,€10.00m,"Dec 9, 2025","Feb 9, 2006",19,1.75,Brazil,['Brazil'],Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",Sporting,,,"Jan 4, 2026","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rikelme,862358,€1.50m,"Nov 28, 2025","Jul 16, 2003",22,1.84,Brazil,[],Left-Back,,Shabab Al-Ahli,,,"Aug 7, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Airton,696604,€300k,"Nov 24, 2025","Feb 2, 1999",26,1.78,Brazil,[],Left Winger,,Novorizontino,,,"Jan 8, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fabinho,627230,€5.00m,"Dec 10, 2025","Apr 9, 2002",23,1.78,Brazil,[],Defensive Midfield,,RB Bragantino,,,"Mar 15, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Inocêncio,788402,€250k,"Nov 24, 2025","Aug 20, 1994",31,1.75,Brazil,['Brazil'],Right-Back,"           0
0  Left-Back",Botafogo-SP,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Cleiton,943237,€800k,"Dec 10, 2025","Apr 25, 2003",22,1.94,Brazil,[],Centre-Back,,Wolfsburg,,,"Jan 1, 2026","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fabricio Dias,1101134,,,"Aug 26, 2004",21,1.76,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Guarani,,,"Jan 6, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Biel,875328,€4.50m,"Dec 10, 2025","Apr 1, 2001",24,1.7,Brazil,[],Left Winger,,Atlético-MG,,,"Jul 25, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alisson,375532,€400k,"Nov 24, 2025","Jun 8, 1995",30,1.88,Brazil,['Brazil'],Goalkeeper,,Criciúma,,,"Apr 7, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Victor Hugo,749559,€3.50m,"Dec 10, 2025","May 11, 2004",21,1.84,Brazil,[],Attacking Midfield,,Atlético-MG,,,"Jan 18, 2026","Dec 31, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Zé Marcos,323850,€900k,"Dec 10, 2025","Feb 1, 1998",27,1.88,Brazil,['Brazil'],Centre-Back,,EC Vitória,,,"Jan 1, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Dudu,114937,€1.00m,"Dec 10, 2025","Jan 7, 1992",34,1.66,Brazil,['Brazil'],Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Atlético-MG,,,"May 6, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rayan Lucas,1087842,€400k,"Dec 22, 2025","Jan 3, 2005",21,1.85,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Sporting B,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Nahuel Ferraresi,466336,€4.50m,"Dec 10, 2025","Nov 19, 1998",27,1.9,Venezuela,[],Centre-Back,,São Paulo,,,"Jan 5, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
João Pedro,987503,€400k,"Nov 24, 2025","Feb 2, 2003",22,1.78,Brazil,[],Right Winger,,Londrina-PR,,,"Jan 4, 2026","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Léo Naldi,859135,€600k,"Nov 24, 2025","Aug 18, 2001",24,1.77,Brazil,[],Defensive Midfield,,Novorizontino,,,"Jan 2, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Wesley Costa,1082969,,,"Feb 4, 2004",21,1.81,Brazil,['Brazil'],Left-Back,,Figueirense FC,,,"Jul 23, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Muriel,27349,,,"Feb 14, 1987",38,1.9,Brazil,"['Brazil', 'Germany']",Goalkeeper,,Náutico,,,"Jan 30, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kleiton Pego,658665,€250k,"Nov 24, 2025","Apr 23, 1999",26,1.82,Brazil,['Brazil'],Right Winger,"             0
0  Left Winger",Paysandu,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Keiller,417084,€600k,"Dec 10, 2025","Oct 29, 1996",29,1.93,Brazil,[],Goalkeeper,,Internacional,,,"Jan 1, 2020","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bernard,175169,€750k,"Dec 10, 2025","Sep 8, 1992",33,1.67,Brazil,[],Left Winger,,Atlético-MG,,,"Jul 1, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Hércules,982617,€12.00m,"Dec 10, 2025","Oct 20, 2000",25,1.78,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Fluminense,,,"Jan 1, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Robert Arboleda,139867,€600k,"Dec 10, 2025","Oct 22, 1991",34,1.89,Ecuador,['Ecuador'],Centre-Back,,São Paulo,,,"Jul 5, 2017","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Zé Vitor,825780,€100k,"Jun 6, 2025","May 2, 2000",25,1.94,Brazil,['Brazil'],Central Midfield,,Portuguesa,,,"Nov 5, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kauan,1084068,,,"Dec 2, 2003",22,,Brazil,['Brazil'],Centre-Back,,Anápolis,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kaique Kenji,1253814,€1.00m,"Dec 10, 2025","Jan 29, 2006",19,1.78,Brazil,"['Brazil', 'Japan']",Left Winger,"                0
0  Centre-Forward
1  Second Striker",Cruzeiro,,,"May 7, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ángelo Araos,403148,€600k,"Dec 29, 2025","Jan 6, 1997",29,1.74,Chile,[],Attacking Midfield,,Puebla FC,,,"Aug 27, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rubens,843397,€8.00m,"Dec 16, 2025","Jun 21, 2001",24,1.78,Brazil,['Brazil'],Left-Back,"                  0
0  Central Midfield
1     Left Midfield",Dynamo Moscow,,,"Jul 31, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Willean Lepo,544464,€700k,"Nov 24, 2025","Jan 16, 1997",29,1.82,Brazil,[],Right-Back,,Criciúma,,,"Jan 6, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kauan,1094530,,,"Apr 27, 2003",22,1.92,Brazil,['Brazil'],Goalkeeper,,Internacional,,,"Jul 1, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Paulinho,428791,€12.00m,"Dec 10, 2025","Jul 15, 2000",25,1.77,Brazil,[],Left Winger,,Palmeiras,,,"Jan 1, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Zé Breno,1091893,,,"Jun 6, 2004",21,1.76,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Vitória U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Felipe Vizeu,425462,€350k,"Nov 6, 2025","Mar 12, 1997",28,1.85,Brazil,[],Centre-Forward,,Sport. Cristal,,,"Aug 14, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
João Rafael,1220179,€50k,"Dec 22, 2025","Apr 8, 2005",20,1.8,Brazil,['Brazil'],Left Winger,"              0
0  Right Winger",Felgueiras,,,"Aug 19, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mariano,54155,€75k,"Nov 24, 2025","Jun 23, 1986",39,1.77,Brazil,[],Right-Back,,Without Club,América-MG,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Raphael Veiga,432953,€10.00m,"Dec 10, 2025","Jun 19, 1995",30,1.76,Brazil,[],Attacking Midfield,,Palmeiras,,,"Jan 1, 2017","Mar 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Nenê,29091,€100k,"Dec 10, 2025","Jul 19, 1981",44,1.81,Brazil,[],Attacking Midfield,,Botafogo-PB,,,"Jan 10, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Fernandes,351892,€2.00m,"Dec 10, 2025","Jun 30, 1998",27,1.83,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",RB Bragantino,,,"Jan 1, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Denilson,808507,€2.00m,"Nov 24, 2025","Mar 23, 2001",24,1.8,Brazil,[],Central Midfield,,Mirassol-SP,,,"Jan 5, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
